"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"MCMA537"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"537"	"537_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA538"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"538"	"538_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA550"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"550"	"550_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA557"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"557"	"557_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA560"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"560"	"560_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA562"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"562"	"562_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA564"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"564"	"564_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA565"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"565"	"565_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA566"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"566"	"566_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MURB082"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"82"	"082_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MURB085"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"85"	"085_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MURB088"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"88"	"088_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MURB092"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"92"	"092_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MURB095"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"95"	"095_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
