"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"1012_P"	"1033_P"	"1058_P"	"1014_P"	"1035_P"	"1056_P"	"1016_P"	"1037_P"	"1018_P"	"1039_P"	"1050_P"	"1054_P"	"1010_P"	"1031_P"	"1052_P"	"1023_P"	"1046_P"	"1002_P"	"1044_P"	"1067_P"	"1004_P"	"1027_P"	"1006_P"	"1029_P"	"1048_P"	"1061_P"	"1042_P"	"1065_P"	"1021_P"	"1040_P"	"1019_P"	"1011_P"	"1034_P"	"1057_P"	"1013_P"	"1036_P"	"1055_P"	"1038_P"	"1017_P"	"1059_P"	"1030_P"	"1053_P"	"1032_P"	"1051_P"	"1009_P"	"1001_P"	"1068_P"	"1003_P"	"1024_P"	"1045_P"	"1066_P"	"1005_P"	"1026_P"	"1007_P"	"1049_P"	"1060_P"	"1043_P"	"1064_P"	"1020_P"	"1041_P"	"1062_P"
"ID_35128_OP"	""	""	""	""	"267.1552478"	""	""	"1"	"622.3107669"	""	""	""	""	""	""	""	""	""	""	""	"12267.38965"	"9585.74707"	"7660.046875"	"8336.616211"	"16495.12695"	"9293.977539"	"7655.571289"	"7454.037109"	"10853.04199"	"9280.370117"	"13345.90039"	"10049.5332"	"7199.780762"	"8300"	"5744.40625"	"9064.147461"	"8786.055664"	"25740.75586"	"7689.367676"	""	"7804.328125"	"8393.745117"	"13110.02441"	"9442.62793"	"7560.197266"	"10593.72852"	"9115.099609"	"12644.43066"	"9261.676758"	"7988.462402"	"15022.58008"	"10968.31738"	"7035.477539"	"5517.086914"	"10846.56445"	"6677.97998"	"12033.16406"	"6653.14209"	"7603.402832"	"9667.755859"	"6513.799805"	"9781.294922"	"9615.702148"	"8695.620117"	"7567.765137"	"14619.07715"	"6907.133789"	"8509.475586"	"9688.756836"	"6157.23584"	"9356.171875"	"8387.550781"	"8905.255859"	"6249.219238"	"7445.507324"	"12308.31348"	"47839.60547"	"9547.598633"	"9866.514648"	"9316.427734"	"8982.904297"
"ID_3539_OP"	""	""	""	"beta-L-Aspartylhydroxamate | O-Carbamoyl-L-serine | O-carbamoyl-L-serine | &alpha;-L-aspartylhydroxamate | Sulforaphane | &beta;-L-aspartylhydroxamate | Hydroxylated lecithin | 6-diazo-5-oxonorleucine"	"195.0614825"	""	"M+HCOOH+H | M+HCOOH+H | M+HCOOH+H | M+HCOOH+H | M+NH4 | M+HCOOH+H | M+HCOOH+H | M+Na"	"1"	"328.9739466"	""	""	""	""	"3"	""	""	""	""	""	""	"55641.19922"	"8516.640625"	"4923.930664"	"9724.173828"	"15081.0332"	"4227.975098"	"5587.216309"	"21752.86914"	"7979.301758"	"142054.5"	"124502.9297"	"7995.72168"	"5509.297363"	"6498.147461"	""	"7744.567871"	"5036.887695"	"15661.82031"	"5706.118164"	"4662.424805"	"7167.521484"	"3853.963867"	"25205.10156"	"617996.5625"	"4993.603027"	"4969.834961"	"4698.821777"	"12200.91699"	"11962.62402"	"5151.615723"	"10416.49512"	"37976.71094"	"5894.421387"	"3871.228027"	"8535.514648"	""	"7070.280762"	"15479.66406"	"5028.750488"	"7832.952637"	"3979.080811"	"10476.60352"	"156887.3125"	"4463.93457"	"4169.074219"	"14609.25488"	"9476.456055"	"4714.221191"	"182165.25"	""	"9826.71875"	"5584.671387"	"52013.54297"	"4805.159668"	"17415.78711"	"10098.06152"	"67098.13281"	"6184.347168"	"13733.5957"	"5284.206055"	"7578.401367"
"ID_354_OP"	""	""	""	""	"130.0852353"	""	""	"1"	"55.62949095"	""	""	""	""	""	""	""	""	""	""	""	"218651.8906"	"767524.25"	"427049.0313"	"289221.5313"	"287607.9063"	"1085003.25"	"431665.4063"	"917712"	"754770.9375"	"2879414"	"587251.3125"	"305862.5"	"501215.7188"	"523389.3125"	"344842.5"	"131856.8438"	"530139.8125"	"832147.375"	"748206.8125"	"450001.1563"	"417101.7813"	"220919.9531"	"4060724.25"	"380817.875"	"385592.5938"	"610923.25"	"183758.8906"	"395855.1563"	"263548.5938"	"516937.5"	"251131.1094"	"759776.0625"	"647411.8125"	"398217.5313"	"585615.625"	"570192.4375"	"301015.6563"	"3091191.25"	"508327.375"	"326638.25"	"387528.7813"	"392122.0625"	"181967.4063"	"355873.7813"	"768457.6875"	"1979906.625"	"501731.8125"	"332415.1563"	"260381.8438"	"603147.25"	"352458.5625"	"184483.7344"	"604216.4375"	"433021.1563"	"744282.125"	"243045.0313"	"622710.4375"	"538072.875"	"143568.625"	"317059.8125"	"870387.6875"
"ID_3549_OP"	""	""	""	""	"772.5808966"	""	""	"1"	"994.86984"	""	""	""	""	""	""	""	""	""	""	""	"230507.3125"	"417909.3125"	"248223"	"320243.5625"	"188415.9219"	"236009.0313"	"211569.8906"	"226536.3594"	"296073.4375"	"220962.8906"	"75675.23438"	"100992.3516"	"171140.7031"	"436723.25"	"203566.2344"	"96576.15625"	"128040.5625"	"318722.5313"	"174079.4375"	"646599.1875"	"310018.8125"	"681324.375"	"613974.0625"	"149580.1406"	"176216.7344"	"172068.3125"	"96240.42969"	"234972.8906"	"142600.3281"	"216265.75"	"234164.9688"	"126351.4609"	"140234.5625"	"324963.0313"	"265447.0313"	"151306.2656"	"108351.0859"	"245044.0781"	"173063.3594"	"202633.4375"	"158147.0156"	"117563.4688"	"92474.03125"	"125039.5859"	"183932.4063"	"229584.0156"	"257923.875"	"268079.2813"	"155773.2344"	"204982.9219"	"308288.0625"	"101823.2344"	"104491.5469"	"288461.6563"	"135851.4531"	"74769.20313"	"81687.05469"	"202371.0156"	"267382.9688"	"199676.6719"	"150365.2656"
"ID_35491_OP"	""	""	""	"Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Probable phospholipid-transporting ATPase ID | Probable phospholipid-transporting ATPase ID | 1-eicosyl-2-(11Z |14Z-eicosadienoyl)-glycero-3-phosphocholine | 1-octadecyl-2-(13Z |16Z-docosadienoyl)-glycero-3-phosphocholine | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | 1-(1Z-eicosenyl)-2-(11Z-eicosenoyl)-glycero-3-phosphocholine | 1-(1Z-octadecenyl)-2-(11Z-docosenoyl)-glycero-3-phosphocholine | 1-(1Z-eicosenyl)-2-(7Z |10Z |13Z |16Z-docosatetraenoyl)-glycero-3-phosphocholine | 1-(9Z |12Z-octadecadienyl)-2-docosanoyl-sn-glycero-3-phosphocholine"	"850.66485"	""	"M+Na | M+Na | M+Na | M+Na | M+Na | M+H | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+H | M+Na"	"1"	"1153.341824"	""	""	""	""	"3"	""	""	""	""	""	""	"13687.21094"	"8054.373535"	"14887.96289"	"35786.17188"	"10985.83398"	"18620.94922"	"8829.833008"	"13715.61621"	"16398.23047"	"14047.49805"	"6338.583984"	"10221.29785"	"10477.52441"	"9212.512695"	"14586.10352"	"8998.650391"	"9943.53418"	"19165.45898"	"11498.40625"	"27013.21484"	"46410.98828"	"28059.82031"	"31973.58008"	"16213.87891"	"11156.7334"	"12717.73535"	"10564.82617"	"15761.75488"	"20979.25"	"12094.72949"	"5457.392578"	"3951.27417"	"18713.05859"	"19008.36133"	"9916.566406"	"10808.71582"	"21626.99805"	"17801.73438"	"5631.893066"	"15063.26367"	"5075.675293"	"6159.421387"	"10783.33691"	"8350.93457"	"14304.25098"	"11647.67773"	"33141.05078"	"12229.83301"	"11681.9248"	"11540.98047"	"24254.51953"	"7032.638184"	"7464.722656"	"22545.70508"	"9624.182617"	"8990.386719"	"7927.939453"	"12156.86426"	"4354.565918"	"27597.08789"	"9178.914063"
"ID_35517_OP"	""	""	""	""	"378.7624079"	""	""	"2"	"1025.968519"	""	""	""	""	""	""	""	""	""	""	""	"38837.91016"	"17967.53516"	"20637.74219"	"40719"	"27684.17969"	"29915.72266"	"23758.61719"	"26326.17969"	"25360.12109"	"26809.07813"	"31162.21289"	"37107.92188"	"13401.64844"	"26519.71484"	"24209.15039"	"20614.68945"	"27369.83203"	"23403.81055"	"25095.51172"	"23544.25977"	"19401.8418"	"19066.56055"	"51441.3125"	"47031.41406"	"21805.54492"	"22020.96484"	"22446.79492"	"24348.38477"	"20004.0332"	"24225.53711"	"17681.85352"	"28524.19531"	"34503.4375"	"23676.79102"	"27382.82031"	"25215.82422"	"34306.56641"	"40392.46875"	"25954.28516"	"25768.25391"	"25121.67383"	"26574.45117"	"38344.66406"	"34146.19922"	"15867.68066"	"45529.35938"	"26279.72266"	"24426.16602"	"18600.43359"	"22555.37891"	"20397.17773"	"26726.27344"	"31503.37109"	"17189.69531"	"24577.36523"	"22596.14648"	"26760.76953"	"30895.40234"	"19023.36914"	"22262.35156"	"28691.19727"
"ID_3562_OP"	""	""	""	"Hydroxybutyrylcarnitine"	"265.1760409"	""	"M+NH4"	"1"	"705.1255966"	""	""	""	""	"3"	""	""	""	""	""	""	"22639.22461"	"22085.38867"	"20025.6543"	"62414.94531"	"124247.5625"	"13469.9209"	"23408.5957"	"62481.37109"	"39679.56641"	"62768.71094"	"41793.27344"	"82378.07031"	"37734.47266"	"32726.34961"	"11751.91211"	"121656.2969"	"58295.08594"	"32037.31641"	"44929.48438"	"43152.83594"	"33878.375"	"24026.93359"	"75464.46094"	"117253.1875"	"22315.87891"	"22158.65625"	"27277.44531"	"72617.67969"	"32520.01563"	"40265.21484"	"52434.40234"	"41556.83984"	"24484.88477"	"21333.82813"	"27279.63086"	"61646.42578"	"45968.80469"	"55392.01953"	"612899"	"58083.27344"	"19581.625"	"26128.12109"	"67760.875"	"531820.3125"	"45922.71875"	"157369.7813"	"69709.64844"	"58402.45703"	"22081.86914"	"33745.98828"	"62538.60547"	"18969.26172"	"56638.53516"	"22231.58203"	"28606.66602"	"42858.55859"	"66500.54688"	"34021.33203"	"27193.86133"	"61010.76172"	"52088.98828"
"ID_3569_OP"	""	""	""	"N-Carbamoyl-2-amino-2-(4-hydroxyphenyl)acetic acid"	"257.0770961"	""	"M+HCOOH+H"	"1"	"495.2490654"	""	""	""	""	"3"	""	""	""	""	""	""	""	"608867"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"278382.1563"	"10797.44727"	""	""	""	""	""	""	""	""	"77467.46094"	""	"68117.61719"
"ID_35984_OP"	""	""	""	"(2Z |6E)-3 |7 |11 |15 |19-Pentamethyl-2 |6-eicosadien-1-ol | N-hexadecanoyl-isoleucine | N-hexadecanoyl-leucine | N-octadecanoyl-gamma-aminobutyric acid | 2S-amino-5 |9 |13 |17-tetramethyl-8E |16-octadecadiene-1 |3R |14-triol | 4-pentacosene-2-one"	"387.360038"	""	"M+Na | M+NH4 | M+NH4 | M+NH4 | M+NH4 | M+Na"	"1"	"835.0923967"	""	""	""	""	"3"	""	""	""	""	""	""	"12498.85742"	"10775.19434"	"16773.73047"	"16609.55273"	"50685.98828"	"4199.555176"	"11079.01758"	"15966.04688"	"25162.55664"	"10283.64355"	"10994.66309"	"9481.181641"	"12759.81055"	"23020.7168"	"9722.829102"	"18208.74609"	"6526.717285"	"18350.41406"	"39892.07031"	"16765.43359"	"13109.90234"	"12706.39258"	"30058.33398"	"15987.5127"	"9447.819336"	"10281.08105"	""	"14883.14355"	"17839.46875"	"7762.09082"	"25145.09766"	"16254.54395"	""	"9725.630859"	"13749.71289"	"17932.99609"	"17001.60547"	"30090.48047"	"18921.92969"	"13273.25"	"12455.58203"	"22344.24219"	"10302.4082"	"31167.0918"	""	"17994.19336"	"13144.1543"	"20938.58203"	"9067.066406"	"8193.749023"	"11389.56543"	"15769.61621"	""	"16771.4043"	"9418.337891"	""	""	"24308.40039"	"12321.31738"	"12152.91797"	"8246.259766"
"ID_35997_OP"	""	""	""	""	"758.5649271"	""	""	"1"	"910.548433"	""	""	""	""	""	""	""	""	""	""	""	"27328.29688"	"30048.48828"	"35784.79297"	"36183.46875"	"31520.54688"	"49002.09766"	"42319.44531"	"44314.95703"	"33811.10938"	"43475.79297"	"38625.92188"	"37108.78516"	"30836.9707"	"41868.8125"	"23809.11719"	"26768.35156"	"47032.31641"	"27797.66602"	"28324.66406"	"41028.51172"	"40718.77344"	"29555.49414"	"41264.84375"	"30278.85938"	"38296.4375"	"34978.89063"	"30655.74023"	"37985.91797"	"36752.29297"	"41361.54297"	"46931.79297"	"35567.57031"	"50330.08203"	"27572.63086"	"40536.66797"	"49856.59375"	"26655.24219"	"34031.53125"	"45783.28516"	"33655.11719"	"26760.20117"	"26718.3457"	"53689.66016"	"34640.46094"	"43276.16406"	"37380.49219"	"47357.48828"	"47372.89063"	"24379.72656"	"44238.64453"	"46407.54688"	"33466.14063"	"37218.21484"	"51551.74219"	"29220.19531"	"32014.3418"	"29106.74805"	"29999.41992"	"38074.55469"	"42287.59375"	"40983.10547"
"ID_36_OP"	""	""	""	"Bile acid-CoA:amino acid N-acyltransferase | Glycine N-acyltransferase-like protein 3 | Glycocholate | Heteroglycan | (ent-2b |4S |9a)-2 |4 |9-Trihydroxy-10(14)-oplopen-3-one 2-(2-methylbutanoate) 9-(3-methyl-2E-pentenoate) | N-hexadecanoyl-tyrosine | 16-Feruloyloxypalmitate | Myxalamid S | N-(3alpha |7alpha |12alpha-trihydroxy-5beta-cholan-24-oyl)-glycine | 3a |7b |12a-Trihydroxyoxocholanyl-Glycine | Stearidonyl carnitine | Sodium glycocholate"	"466.3143958"	""	"M+H | M+H | M+H | M+H | M+NH4 | M+HCOOH+H | M+NH4 | M+HCOOH+H | M+H | M+H | M+HCOOH+H | M+H"	"1"	"634.8879356"	""	""	""	""	"3"	""	""	""	""	""	""	"9814725"	"407115.0313"	"1099821.625"	"1150027.625"	"2866759.5"	"630648.375"	"475264.4688"	"949916.4375"	"1038371.625"	"813445.5625"	"1103658.375"	"671167.75"	"4098308.25"	"303466.9063"	"696345"	"300068.7813"	"4223638.5"	"8031484.5"	"758974.4375"	"351962.0625"	"342028.5"	"3890983"	"1705912.75"	"347619.7188"	"3121098"	"1.15E7"	"701152"	"2642454.75"	"1461423.125"	"9466896"	"6974661"	"8268181"	"1945963.375"	"656454.25"	"2612257.5"	"288733.5313"	"468897.5625"	"335556.4688"	"6954849.5"	"458875.4375"	"3762809.5"	"2733444.75"	"127651.5469"	"2.13E7"	"1.25E7"	"289671.625"	"692317.375"	"3179861.25"	"186912.7031"	"7662714.5"	"2315289.5"	"1442117.875"	"3334852"	"4424739"	"4193469.25"	"290201.1875"	"1.29E7"	"856292.8125"	"6513177"	"962050.3125"	"2145768.75"
"ID_360_OP"	""	""	""	""	"180.064367"	""	""	"1"	"237.720468"	""	""	""	""	""	""	""	""	""	""	""	"857673.5"	"1874494.625"	"94887.21875"	"21395.81055"	"58509.60938"	"230722.7031"	"38926.99609"	"12173.64648"	"11597.70313"	"33906.42578"	"34060.51172"	"52876.33984"	"10044.26563"	"22121.92969"	"18372.91992"	"14466.10742"	"24855.94727"	"149635.6875"	"60692.74609"	"112202.2344"	"691895.0625"	"214735.5313"	"1093200.25"	"185527.4844"	"154165.0156"	"17115.58008"	"26504.25"	"226596.6719"	"6637.081055"	"86704.0625"	"7190.142578"	"10641.19141"	"535620.1875"	"153398.25"	"165648.3594"	"10821.67285"	"53201.875"	"13872.5293"	"9516.401367"	"77916.15625"	"19996.15234"	"109295.1641"	"102093"	"181774.3281"	"52310.30469"	"16113.8252"	"23746.63281"	"210770.1719"	"4005382.25"	"86956"	"103079.8281"	"8845.798828"	"1707164.5"	"82005.3125"	"25622.95117"	"21227.95508"	"157502.7031"	"16244.42383"	"14122.66992"	"27183.625"	"16713.60547"
"ID_36020_OP"	""	""	""	"Very Long Chain Acyl-CoA Dehydrogenase Deficiency | (E)-Calamene | beta-vatirenene | alpha-Curcumene | beta-Vetivenene | (6alpha |7alpha |10alpha)-1(5) |3-Aromadendradiene | Fatty acid synthase | 1-methyl-4-[(2R)-6-methylhept-5-en-2-yl]benzene | Houttuynin | Rhodinyl butyrate | Rhodinyl isobutyrate | Citronellyl isobutyrate | Citronellyl butyrate | Octyl phenylacetate | 2-Phenylethyl octanoate | xi-Tetrahydro-3-nonyl-2H-pyran-2-one | Butyl 2-decenoate | Myristoleic acid | beta-Spathulene | (1alpha |6alpha |7alphaH)-2 |4(15)-Copadiene | Furanofukinin | 8Z-tetradecenoic acid | 9Z-tetradecenoic acid | 2-tetradecenoic acid | 4-tetradecenoic acid | 1 |1-Diethoxy-3 |7-dimethyl-2 |6-octadiene | 2Z |6Z |8Z |12E-hexadecatetraenoic acid | 2E |6Z |8Z |12Z-hexadecatetraenoic acid | 2E |6Z |8Z |12E-hexadecatetraenoic acid | 2Z |6Z |8Z |12Z-hexadecatetraenoic acid | 4Z |7Z |10Z |13Z-hexadecatetraenoic acid | 4 |7 |11 |14-hexadecatetraenoic acid | 6 |9 |12 |15-hexadecatetraenoic acid | 4 |8 |12 |16-hexadecatetraenoic acid | [2-(Dimethoxymethyl)-1-heptenyl]benzene | 9E-tetradecenoic acid | 5Z-tetradecenoic acid | 7Z-tetradecenoic acid | 3E-tetradecenoic acid | 4Z-tetradecenoic acid | 11-Dodecenyl acetate | 3E-Dodecenyl acetate | 10E-Dodecenyl acetate | 9E-Dodecenyl acetate | 5E-Dodecenyl acetate | 4E-Dodecenyl acetate | 8E-Dodecenyl acetate | 7E-Dodecenyl acetate | 10Z-Dodecenyl acetate | 5Z-Dodecenyl acetate | 3Z-Dodecenyl acetate | 8Z-Dodecenyl acetate | 7Z-Dodecenyl acetate | 9Z-Dodecenyl acetate | 3 |9-hexadecadiynoic acid | 7 |10-hexadecadiynoic acid | 8 |10-hexadecadiynoic acid | 11E-tetradecenoic acid | 11Z-tetradecenoic acid | decyl 2E-butenoate | (E)-2-Octenyl hexanoate | 5E-Tetradecenoic acid | 6Z |9Z |12Z |15Z-hexadecatetraenoic acid | 3-oxo-Tetradecanal | Methyl 3-methyl-2Z-dodecenoate | Cuparene | 4-tetradecanolide | 13-tetradecanolide | 5-Tetradecanolide | 2 |4-dimethyl-2E-dodecenoic acid | 5-methyl-2E-tridecenoic acid | 1 |4 |9-Cadinatriene | delta-Tetradecalactone | 12-Methyl-13-tridecanolide | Ethyl (E)-2-dodecenoate | Patchoula-2 |4-diene | Tsuzuic acid | (R)-14-Methyloxacyclotetradecan-2-one | (-)-cuparene | nootkatene | &alpha;-curcumene | 4-[3]-ladderane-butanoic acid | Dimethylbenzyl carbinyl hexanoate | 2-Hexenyl octanoate | Acetaldehyde di-cis-3-hexenyl acetal | (9Z)-Tetradecenoic acid | alpha-Curcumene"	"249.1837252"	""	"M+Na | M+HCOOH+H | M+HCOOH+H | M+HCOOH+H | M+HCOOH+H | M+HCOOH+H | M+Na | M+HCOOH+H | M+Na | M+Na | M+Na | M+Na | M+Na | M+H | M+H | M+Na | M+Na | M+Na | M+HCOOH+H | M+HCOOH+H | M+H | M+Na | M+Na | M+Na | M+Na | M+Na | M+H | M+H | M+H | M+H | M+H | M+H | M+H | M+H | M+H | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+H | M+H | M+H | M+Na | M+Na | M+Na | M+Na | M+Na | M+H | M+Na | M+Na | M+HCOOH+H | M+Na | M+Na | M+Na | M+Na | M+Na | M+HCOOH+H | M+Na | M+Na | M+Na | M+HCOOH+H | M+Na | M+Na | M+HCOOH+H | M+HCOOH+H | M+HCOOH+H | M+H | M+H | M+Na | M+Na | M+Na | M+HCOOH+H"	"1"	"669.8434984"	""	""	""	""	"3"	""	""	""	""	""	""	"13350.94531"	"15303.3623"	"15757.16797"	"16863.08203"	"14148.49707"	"15743.93066"	"14415.20703"	"20098.60742"	"17051.99609"	"17731.45898"	"18032.61523"	"17702.85742"	"20362.69531"	"45388.08203"	"12374.94727"	"16522.5957"	"20623.93164"	"17737.58203"	"22813.21289"	"15310.38672"	"17791.62695"	"15346.4668"	"15770.74219"	"14109.75293"	"18705.16797"	"13645.7666"	"19489.75586"	"12288.60645"	"16898.95898"	"11652.28125"	"18930.74414"	"16999.11133"	"13293.45703"	"23362.06836"	"18382.16211"	"15337.55957"	"16253.3457"	"14547.69531"	"13276.73242"	"15367.93652"	"16304.375"	"14317.59863"	"17813.60938"	"16046.33105"	"15530.86523"	"19570.50586"	"18400.9375"	"15944.30664"	"15690.72363"	"15496.40527"	"17698.69141"	"15835.30371"	"11834.12012"	"15225.91406"	"17483.98242"	"13314.36914"	"14683.38281"	"14233.15918"	"16486.02344"	"15911.55957"	"14628.54688"
"ID_36046_OP"	""	""	""	"Methanol/Water | 9-oxo-15R-hydroxy-16 |16-dimethyl-5Z |13E-prostadienoic acid | 9-oxo-15R-hydroxy-16 |16-dimethyl-10Z |13E-prostadienoic acid | 6-O-Acetylaustroinulin | 7-O-Acetylaustroinulin | Pramanicin | Cytochrome P450 1A2"	"387.2488066"	""	"M+HCOOH+H | M+Na | M+Na | M+Na | M+Na | M+NH4 | M+NH4"	"1"	"746.5603021"	""	""	""	""	"3"	""	""	""	""	""	""	"17537.82813"	"12455.2334"	"8552.456055"	"43266.19531"	"9570.283203"	"18831.7207"	"17806.23438"	"8358.140625"	"27613.89648"	"27019.30078"	"12728.88672"	"12777.91797"	"21647.37305"	"16525.48242"	"9158.438477"	"20436.32031"	"9593.530273"	"13661.60645"	"8784.4375"	"30133.91992"	"14199.91406"	"5961.574219"	"21470.08789"	"23913.88086"	"13830.94824"	"16847.50586"	"13661.02734"	"14170.59082"	"20250.42578"	"15508.3291"	"36978.64453"	"27458.5293"	"17846.02344"	"7913.021484"	"21446.00586"	"19343.21875"	"8165.646484"	"22187.08398"	"20877.52344"	"10446.5459"	"19324.84961"	"14307.45898"	"10024.6084"	"23589.26367"	"25277.18555"	"10644.28223"	"25550.52148"	"27514.68164"	""	"24833.7832"	"9644.040039"	"22592.7207"	"21110.80273"	"7101.501953"	"12094.02344"	"7958.03418"	"14702.9873"	"13561.38965"	""	"35561.39453"	"12460.62109"
"ID_36064_OP"	""	""	""	"1-octadecanoyl-sn-glycero-3-phospho-(1'-myo-inositol) | 5-Oxoavermectin ''2a'' aglycone | 3-O-(Rhaa1-2Glcb)-3beta-hydroxy-pregna-5 |16-dien-20-one | 3-O-(Rhaa1-4Glcb)-3beta-hydroxy-pregna-5 |16-dien-20-one"	"647.3434055"	""	"M+HCOOH+H | M+HCOOH+H | M+Na | M+Na"	"1"	"850.2621938"	""	""	""	""	"3"	""	""	""	""	""	""	"43193.125"	"23486.14844"	"30440.7168"	"10850.81445"	"23747.72656"	"27003.16016"	"16920.28516"	"14645.88867"	"10303.94434"	"40340.92188"	"16119.35938"	"16417.85352"	"13177.33691"	"16184.18164"	"21806.36914"	"25752.58789"	"19684.48242"	"45077.67969"	"23795.87109"	"24979.85352"	"25644.15039"	"16099.04395"	"16286.42383"	"14972.62988"	"17845.38086"	"30382"	"13521.50879"	"25072.57813"	"18068.83984"	"21125.82617"	"19883.68164"	"14840.64551"	""	"21013.44727"	"50418.44922"	"15950.875"	"24043.49414"	"37287.23438"	"11511.82129"	"23012.72266"	"17291.78906"	"24682.99219"	"22169.36523"	"47986.89453"	"13505.07715"	"23213.24219"	"25665.7207"	"15815.94141"	"41523.5"	"42046.28125"	"24014.21484"	"10784.45996"	"22902.26367"	"24062.8457"	"16818.67383"	""	"42555.50781"	"24733.35547"	"30114.46289"	"24325.35352"	"18789.55078"
"ID_3609_OP"	""	""	""	"S-Succinylglutathione | Glycoperine | Sulfamethoxazole N1-glucuronide | hydroxyversicolorone | Pantoprazole | Cytochrome P450 1A2 | Tetraphenylarsonium | 7-(5-carboxyl-5-oxopentanyl)-aminocephalosporinate"	"430.0894294"	""	"M+Na | M+K | M+H | M+HCOOH+H | M+HCOOH+H | M+HCOOH+H | M+HCOOH+H | M+NH4"	"1"	"248.6512381"	""	""	""	""	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"414625.0313"	""	""	""	""	"32806.16406"	""	""	""	""	""	""	""	""	""	""	"5648.95752"	""	""	""	""	"54838.07031"	""	""	""	""	"131360.6719"	""	""	""	""	""	""	"604354.25"	""	""	""	""	""	""	"36501.66797"	""	""	""	""	""	""	"494433.6563"	""	""	""	"6742.952148"
"ID_3611_OP"	""	""	""	""	"278.1406728"	""	""	"1"	"351.7887515"	""	""	""	""	""	""	""	""	""	""	""	"25293.53516"	"7803.871582"	""	"22916.67773"	"14512.05566"	""	"5062.344727"	"15387.7168"	"3294.888184"	"70545.13281"	"22044.57617"	"12943.58301"	"8587.178711"	"4560.378418"	""	"6561.453613"	"7306.04541"	"18852.69922"	"9763.044922"	""	""	""	"15466.56055"	"602399.3125"	""	"6353.00293"	"6014.964844"	"6723.107422"	"18254.02148"	""	"12364.7666"	"62707.37891"	""	""	"6765.271484"	""	"13515.45996"	"30607.93164"	""	""	""	"12823.31152"	"169624.5625"	""	""	"22511.60352"	""	""	"98053.05469"	""	"9868.8125"	"6442.003906"	"151888.1719"	""	"82123.52344"	"17692.21094"	"304852"	""	"9362.095703"	"4486.040527"	"19422.32617"
"ID_3619_OP"	""	""	""	""	"323.6371222"	""	""	"2"	"797.944022"	""	""	""	""	""	""	""	""	""	""	""	"567443.75"	"508659.4375"	"624225.5"	"622016.0625"	"376619.375"	"510361.3438"	"503358.2813"	"455337.2813"	"531717.5"	"401876.25"	"199698.6719"	"543056.4375"	"617449.125"	"474247.1563"	"741485.875"	"520430.125"	"461737.5313"	"416892.0313"	"333597.4063"	"439469.8125"	"624425.5"	"674739.5"	"305666.3125"	"532369.5625"	"580353.25"	"569618.8125"	"640337"	"480141.5625"	"579596.1875"	"476997.1875"	"232842.875"	"177284.625"	"434994.5938"	"593944.5625"	"389366.3438"	"497890.9375"	"501888.75"	"261462.3438"	"206078.9375"	"478977.5313"	"390955"	"534793.5625"	"641743.5625"	"345728.6563"	"625280.9375"	"343158.6875"	"506732.9688"	"678631"	"719562.0625"	"528242"	"460756.625"	"653882.5625"	"269303.0938"	"656062.3125"	"417906.0625"	"541839.4375"	"321477.1875"	"566811.125"	"560132.625"	"456336.9688"	"415897.8438"
"ID_362_OP"	""	""	""	""	"389.2489566"	""	""	"1"	"652.9469597"	""	""	""	""	""	""	""	""	""	""	""	"461400.875"	"3487.709717"	"3990.07251"	"579064.1875"	""	"39469.65625"	"4004573.25"	"4049.539307"	"2041302.875"	"32325.27344"	""	""	"2721977.5"	"3210.76709"	"3220.486328"	"233495.3125"	""	"337712.4688"	"4892.146484"	"1347611"	"343416.7188"	"178008.9688"	"275488.125"	"528129.875"	""	"4381.776855"	"35211.21875"	"149015.4844"	"290513.8438"	"3066.525146"	"294226.125"	"168743.2344"	""	""	"470590.7188"	""	"39366.00781"	""	"380398.25"	""	"3477800.75"	"4927.499512"	"174382.9063"	"46781.00391"	"218784.0625"	"590881.5"	"317245.6563"	"278848.5313"	"173963.5313"	""	"656739.4375"	"1007987.375"	"239512.0469"	"403226.6563"	""	"38833.18359"	""	"271187.5313"	"440667.5313"	"4274.900391"	"5153.583496"
