"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"MCMA526"	"Extraction"	"50 µL extract directly transferred to MS glass vials"	"none"	"MCMA526"	"Chromatography"	"Agilent 1290 LC"	""	""	"Porshell C8 column - 2.7 µm x 50 mm (Agilent)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Agilent QTOF 6550"	""	""	"electrospray ionization"	""	""	"quadrupole time-of-flight"	""	""	"100_P-45-MCMA526_522-16524"	"100_P-45-MCMA526_522-16524.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"MCMA528"	"Extraction"	"50 µL extract directly transferred to MS glass vials"	"none"	"MCMA528"	"Chromatography"	"Agilent 1290 LC"	""	""	"Porshell C8 column - 2.7 µm x 50 mm (Agilent)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Agilent QTOF 6550"	""	""	"electrospray ionization"	""	""	"quadrupole time-of-flight"	""	""	"32_P-46-MCMA528_522-16525"	"32_P-46-MCMA528_522-16525.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"MCMA533"	"Extraction"	"50 µL extract directly transferred to MS glass vials"	"none"	"MCMA533"	"Chromatography"	"Agilent 1290 LC"	""	""	"Porshell C8 column - 2.7 µm x 50 mm (Agilent)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Agilent QTOF 6550"	""	""	"electrospray ionization"	""	""	"quadrupole time-of-flight"	""	""	"60_P-47-MCMA533_522-16526"	"60_P-47-MCMA533_522-16526.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"MCMA534"	"Extraction"	"50 µL extract directly transferred to MS glass vials"	"none"	"MCMA534"	"Chromatography"	"Agilent 1290 LC"	""	""	"Porshell C8 column - 2.7 µm x 50 mm (Agilent)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Agilent QTOF 6550"	""	""	"electrospray ionization"	""	""	"quadrupole time-of-flight"	""	""	"37_P-48-MCMA534_522-16527"	"37_P-48-MCMA534_522-16527.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"MCMA535"	"Extraction"	"50 µL extract directly transferred to MS glass vials"	"none"	"MCMA535"	"Chromatography"	"Agilent 1290 LC"	""	""	"Porshell C8 column - 2.7 µm x 50 mm (Agilent)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Agilent QTOF 6550"	""	""	"electrospray ionization"	""	""	"quadrupole time-of-flight"	""	""	"61_P-49-MCMA535_522-16528"	"61_P-49-MCMA535_522-16528.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"MCMA537"	"Extraction"	"50 µL extract directly transferred to MS glass vials"	"none"	"MCMA537"	"Chromatography"	"Agilent 1290 LC"	""	""	"Porshell C8 column - 2.7 µm x 50 mm (Agilent)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Agilent QTOF 6550"	""	""	"electrospray ionization"	""	""	"quadrupole time-of-flight"	""	""	"24_P-50-MCMA537_522-16529"	"24_P-50-MCMA537_522-16529.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"MCMA538"	"Extraction"	"50 µL extract directly transferred to MS glass vials"	"none"	"MCMA538"	"Chromatography"	"Agilent 1290 LC"	""	""	"Porshell C8 column - 2.7 µm x 50 mm (Agilent)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Agilent QTOF 6550"	""	""	"electrospray ionization"	""	""	"quadrupole time-of-flight"	""	""	"75_P-51-MCMA538_522-16530"	"75_P-51-MCMA538_522-16530.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"MCMA550"	"Extraction"	"50 µL extract directly transferred to MS glass vials"	"none"	"MCMA550"	"Chromatography"	"Agilent 1290 LC"	""	""	"Porshell C8 column - 2.7 µm x 50 mm (Agilent)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Agilent QTOF 6550"	""	""	"electrospray ionization"	""	""	"quadrupole time-of-flight"	""	""	"31_P-52-MCMA550_522-16531"	"31_P-52-MCMA550_522-16531.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"MCMA557"	"Extraction"	"50 µL extract directly transferred to MS glass vials"	"none"	"MCMA557"	"Chromatography"	"Agilent 1290 LC"	""	""	"Porshell C8 column - 2.7 µm x 50 mm (Agilent)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Agilent QTOF 6550"	""	""	"electrospray ionization"	""	""	"quadrupole time-of-flight"	""	""	"55_P-53-MCMA557_522-16532"	"55_P-53-MCMA557_522-16532.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"MCMA560"	"Extraction"	"50 µL extract directly transferred to MS glass vials"	"none"	"MCMA560"	"Chromatography"	"Agilent 1290 LC"	""	""	"Porshell C8 column - 2.7 µm x 50 mm (Agilent)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Agilent QTOF 6550"	""	""	"electrospray ionization"	""	""	"quadrupole time-of-flight"	""	""	"26_P-54-MCMA560_522-16533"	"26_P-54-MCMA560_522-16533.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"MCMA562"	"Extraction"	"50 µL extract directly transferred to MS glass vials"	"none"	"MCMA562"	"Chromatography"	"Agilent 1290 LC"	""	""	"Porshell C8 column - 2.7 µm x 50 mm (Agilent)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Agilent QTOF 6550"	""	""	"electrospray ionization"	""	""	"quadrupole time-of-flight"	""	""	"52_P-55-MCMA562_522-16534"	"52_P-55-MCMA562_522-16534.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"MCMA564"	"Extraction"	"50 µL extract directly transferred to MS glass vials"	"none"	"MCMA564"	"Chromatography"	"Agilent 1290 LC"	""	""	"Porshell C8 column - 2.7 µm x 50 mm (Agilent)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Agilent QTOF 6550"	""	""	"electrospray ionization"	""	""	"quadrupole time-of-flight"	""	""	"70_P-56-MCMA564_522-16535"	"70_P-56-MCMA564_522-16535.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"MCMA565"	"Extraction"	"50 µL extract directly transferred to MS glass vials"	"none"	"MCMA565"	"Chromatography"	"Agilent 1290 LC"	""	""	"Porshell C8 column - 2.7 µm x 50 mm (Agilent)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Agilent QTOF 6550"	""	""	"electrospray ionization"	""	""	"quadrupole time-of-flight"	""	""	"47_P-57-MCMA565_522-16536"	"47_P-57-MCMA565_522-16536.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"MCMA566"	"Extraction"	"50 µL extract directly transferred to MS glass vials"	"none"	"MCMA566"	"Chromatography"	"Agilent 1290 LC"	""	""	"Porshell C8 column - 2.7 µm x 50 mm (Agilent)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Agilent QTOF 6550"	""	""	"electrospray ionization"	""	""	"quadrupole time-of-flight"	""	""	"46_P-58-MCMA566_522-16537"	"46_P-58-MCMA566_522-16537.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"MURB082"	"Extraction"	"50 µL extract directly transferred to MS glass vials"	"none"	"MURB082"	"Chromatography"	"Agilent 1290 LC"	""	""	"Porshell C8 column - 2.7 µm x 50 mm (Agilent)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Agilent QTOF 6550"	""	""	"electrospray ionization"	""	""	"quadrupole time-of-flight"	""	""	"42_P-59-MURB082_522-16538"	"42_P-59-MURB082_522-16538.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"MURB085"	"Extraction"	"50 µL extract directly transferred to MS glass vials"	"none"	"MURB085"	"Chromatography"	"Agilent 1290 LC"	""	""	"Porshell C8 column - 2.7 µm x 50 mm (Agilent)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Agilent QTOF 6550"	""	""	"electrospray ionization"	""	""	"quadrupole time-of-flight"	""	""	"93_P-60-MURB085_522-16539"	"93_P-60-MURB085_522-16539.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"MURB088"	"Extraction"	"50 µL extract directly transferred to MS glass vials"	"none"	"MURB088"	"Chromatography"	"Agilent 1290 LC"	""	""	"Porshell C8 column - 2.7 µm x 50 mm (Agilent)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Agilent QTOF 6550"	""	""	"electrospray ionization"	""	""	"quadrupole time-of-flight"	""	""	"49_P-61-MURB088_522-16540"	"49_P-61-MURB088_522-16540.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"MURB092"	"Extraction"	"50 µL extract directly transferred to MS glass vials"	"none"	"MURB092"	"Chromatography"	"Agilent 1290 LC"	""	""	"Porshell C8 column - 2.7 µm x 50 mm (Agilent)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Agilent QTOF 6550"	""	""	"electrospray ionization"	""	""	"quadrupole time-of-flight"	""	""	"53_P-62-MURB092_522-16541"	"53_P-62-MURB092_522-16541.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"MURB095"	"Extraction"	"50 µL extract directly transferred to MS glass vials"	"none"	"MURB095"	"Chromatography"	"Agilent 1290 LC"	""	""	"Porshell C8 column - 2.7 µm x 50 mm (Agilent)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Agilent QTOF 6550"	""	""	"electrospray ionization"	""	""	"quadrupole time-of-flight"	""	""	"63_P-63-MURB095_522-16542"	"63_P-63-MURB095_522-16542.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
