"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"1014_N"	"1035_N"	"1016_N"	"1037_N"	"1058_N"	"1018_N"	"1039_N"	"1052_N"	"1050_N"	"1010_N"	"1031_N"	"1056_N"	"1012_N"	"1033_N"	"1054_N"	"1002_N"	"1048_N"	"1004_N"	"1027_N"	"1046_N"	"1006_N"	"1029_N"	"1040_N"	"1061_N"	"1021_N"	"1044_N"	"1067_N"	"1023_N"	"1042_N"	"1065_N"	"1013_N"	"1036_N"	"1059_N"	"1038_N"	"1057_N"	"1017_N"	"1019_N"	"1051_N"	"1030_N"	"1032_N"	"1055_N"	"1011_N"	"1034_N"	"1053_N"	"1003_N"	"1024_N"	"1049_N"	"1005_N"	"1026_N"	"1068_N"	"1007_N"	"1009_N"	"1041_N"	"1062_N"	"1060_N"	"1020_N"	"1045_N"	"1066_N"	"1001_N"	"1043_N"	"1064_N"
"ID_484_ON"	""	""	""	"Antigen-presenting glycoprotein CD1d | N-(hexadecanoyl)-sphing-4-enine | N-(octadecanoyl)-hexadecasphing-4-enine | N-(eicosanoyl)-tetradecasphing-4-enine | Glycolipid transfer protein | sphing-8(Z)-enine-16:0 | ceramide | sphing-8(E)-enine-16:0 | ceramide"	"582.5106025"	""	"M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H"	"1"	"945.4576956"	""	""	""	""	"3"	""	""	""	""	""	""	"804636.75"	"725129.5625"	"658365.0625"	"795338.4375"	"574907.5"	"793026.4375"	"999315.375"	"810769.625"	"637108.75"	"638959.625"	"798694.125"	"618672.0625"	"731344"	"1066429"	"604471.5625"	"1664177.125"	"813766.25"	"714172.6875"	"905699.25"	"540091.5"	"1223389"	"874693.9375"	"652627.5625"	"771912.9375"	"785762.0625"	"1041389.875"	"852592.625"	"509276.6875"	"569011.0625"	"681177.875"	"589101"	"669790.125"	"694335.8125"	"998793.8125"	"1108106.75"	"511513.4063"	"1190695"	"599975.5"	"786738.6875"	"666974.0625"	"655144.3125"	"873749.75"	"651701.3125"	"715428.9375"	"688236.25"	"523040.7813"	"981545.625"	"1064352.5"	"839583.625"	"886068.75"	"557143.4375"	"309219.2188"	"757344.5"	"634040.8125"	"661222.0625"	"556499.4375"	"923408.4375"	"879894.8125"	"793736.1875"	"654862.75"	"820087.625"
"ID_4852_ON"	""	""	""	"Hexadecanedioic acid mono-L-carnitine ester | N-(acetyl)-sphing-4-enine-1-phosphate | 1 |2-dioctanoyl-sn-glycero-3-phosphoethanolamine | hexadecanedioic acid mono-L-carnitine ester"	"466.2557148"	""	"M+K-2H | M+HCOOH-H | M-H | M+K-2H"	"1"	"677.2038068"	""	""	""	""	"3"	""	""	""	""	""	""	"35060.32813"	"39711.69141"	"133092.3281"	"107055.2969"	"27347.26367"	"64316.82031"	"77368.26563"	"34723.81641"	"53962.60547"	"29253.09766"	"64931.67578"	"68036.74219"	"28447.58984"	"46458.63281"	"40109.30859"	"129229.0938"	"24297.3418"	"18574.89258"	"14741.16211"	"33050.14844"	"51076.19922"	"28602.16016"	"44490.10156"	"53523.55859"	"30953.16797"	"18851.52734"	"43926.92969"	"26101.82617"	"35216.54688"	"33010.08594"	"144263.1719"	"43730.36719"	"35739.05078"	"66648.35938"	"26203.24805"	"27979.7168"	"65200.03125"	"28337.68164"	"85799.57031"	"24871.58398"	"37050.55469"	"162827.125"	"14723.79004"	"34583.19922"	"32738.07813"	"11748.58008"	"56708.125"	"36009.20703"	"141821.7813"	"35596.125"	"32489.18945"	"32692.48828"	"29132.51172"	"38622.78906"	"39472.94141"	"54992.02734"	"28580.2168"	"38265.30469"	"88679.35938"	"16283.60547"	"44135.86328"
"ID_4874_ON"	""	""	""	"Pilosine | 16-bromo-9E-hexadecenoic acid | Cromakalim | Levcromakalim"	"331.1288447"	""	"M+HCOOH-H | M-H | M+HCOOH-H | M+HCOOH-H"	"1"	"486.6512441"	""	""	""	""	"3"	""	""	""	""	""	""	"18532.54492"	"127727.3281"	"10551.27246"	"22394.94922"	"6334.379395"	"10276.68652"	"8436.898438"	"5299.660156"	"101615.3594"	"2873.053955"	"16349.56152"	"19553.41602"	"5425.133789"	"3605.961426"	"8527.393555"	"18297.55469"	"6389.665039"	"8420.166016"	"2321.391602"	"9815.927734"	"45063.17188"	""	"16711.0293"	"10522.80371"	"1591.953979"	"8904.415039"	"11365.80176"	"25684.83203"	"4198.311523"	"11976.73047"	"73306.36719"	"158890.0625"	"14858.26953"	"40423.17969"	"41428.97266"	"9096.475586"	"12530.66211"	"133035.375"	"24363.94727"	"6253.530273"	""	"126302.3281"	"27264.75195"	"8162.969727"	"11060.19141"	"3387.060791"	"5181.330566"	"2151.350586"	"27498.45898"	"10759.45313"	"11735.40039"	"2280.124268"	"16345.01367"	"24986.13281"	"6684.682617"	"160209.1094"	"27683.31641"	"5857.233887"	"59930.05078"	"6582.886719"	"12606.21875"
"ID_4881_ON"	""	""	""	"5-Methyltetrahydropteroyltri-L-glutamate | 5-Methyltetrahydropteroyltri-L-glutamate | 5-methyltetrahydropteroyltri-L-glutamate"	"716.2640068"	""	"M-H | M-H | M-H"	"1"	"684.2933986"	""	""	""	""	"3"	""	""	""	""	""	""	"132631.3125"	"108275.7031"	"96800.17188"	"104415.25"	"126164.5469"	"91462.10156"	"182898.5"	"114117.3828"	"92829.94531"	"123483.5703"	"71292.10156"	"147706.3906"	"87480.01563"	"69449.00781"	"98981.95313"	"98439.1875"	"89931.67969"	"49022.60938"	"70582.17969"	"96089.83594"	"79173.22656"	"97415.57813"	"99782.5"	"76662.27344"	"140201.6406"	"102417.2266"	"101711"	"160830.5469"	"103451.2031"	"108998.5938"	"117172.9063"	"99228.625"	"92422.85938"	"88942.14844"	"89743.65625"	"87886.46094"	"93999.70313"	"113668.5391"	"93387.17188"	"90176.04688"	"128285.0156"	"52173.875"	"79456.10938"	"108494.7813"	"81203.25781"	"66203.23438"	"83783.85938"	"65257.29297"	"84101.8125"	"152509.9375"	"75343.14844"	"79453.97656"	"87599.90625"	"80456.96875"	"99763.46875"	"197257.5156"	"97913.50781"	"87785.5"	"116568.6641"	"68785.28125"	"141798.3438"
"ID_4890_ON"	""	""	""	"Solute carrier organic anion transporter family member 4A1 | 9'-Carboxy-alpha-tocotrienol | 3beta |14beta-dihydroxy-5beta-bufa-20 |22-dienolide | Benazepril | Transferred to D00242 | Transferred to D00243 | Solute carrier family 15 member 2 | 12alpha-(Chloromethyl)-12-hydroxy-pregn-4-ene-3 |20-dione | Medroxyprogesterone acetate | 12alpha-Hydroxy-3-oxochola-4 |6-dienoate | (22E)-1alpha |3beta-Dihydroxychola-5 |16 |22-trien-24-oic Acid | 3 |12-Dioxo-5beta-chol-8(14)-en-24-oic Acid | 3alpha-Hydroxy-12-oxo-5beta-chola-7 |9(11)-dien-24-oic Acid | 3 |12-Dioxo-5beta-chol-7-en-24-oic Acid | 7 |12-Dioxochol-5-en-24-oic Acid | 3 |12-Dioxo-5beta-chol-6-en-24-oic Acid | 7beta-Hydroxy-3-oxochola-1 |4-dien-24-oic Acid | 6alpha-Hydroxy-3-oxochola-1 |4-dien-24-oic Acid | 1 |7-Dioxo-5beta-chol-2-en-24-oic Acid | 3 |12-Dioxo-5beta-chol-14-en-24-oic Acid | 7alpha-Hydroxy-3-oxochola-1 |4-dien-24-oic Acid | 12alpha-Hydroxy-3-oxochola-1 |4-dien-24-oic Acid | 12alpha-Hydroxy-3-oxochola-4 |6-dien-24-oic Acid | 3 |12-Dioxochol-4-en-24-oic Acid | Bufalin"	"423.1944426"	""	"M+K-2H | M+K-2H | M+K-2H | M-H | M-H | M-H | M-H | M+HCOOH-H | M+K-2H | M+K-2H | M+K-2H | M+K-2H | M+K-2H | M+K-2H | M+K-2H | M+K-2H | M+K-2H | M+K-2H | M+K-2H | M+K-2H | M+K-2H | M+K-2H | M+K-2H | M+K-2H | M+K-2H"	"1"	"639.0842242"	""	""	""	""	"3"	""	""	""	""	""	""	"14283.24219"	"13591.64844"	"21343.0957"	"29733.13867"	""	"5657.200195"	"14157.94043"	"7665.368652"	"37139.55469"	"3951.375"	"23038.18945"	""	"8270.188477"	"10069.97754"	"11922.39551"	"5057.706055"	"5456.446289"	"3799.943359"	""	"11506.68262"	"18020.82813"	"36870.39063"	"14365.97949"	"12494.81738"	"5369.257324"	"5202.127441"	"7067.961914"	"27778.35547"	"11854.38867"	"5511.872559"	"14543.04688"	"6178.306641"	""	"17863.54102"	"7049.848633"	"5899.008789"	"27772.16797"	"27528.03516"	"26158.41016"	"10628.57715"	"5419.325684"	"124667.4375"	"4387.09375"	"13477.76563"	"26187.0332"	""	"15748.28613"	"24147.01758"	"50741.50781"	""	"4845.658203"	"3163.741943"	"10718.48633"	"8532.352539"	"14025.49707"	"160435.0781"	"9423.40332"	""	"26402.86328"	"7618.802246"	"16979.44531"
"ID_4898_ON"	""	""	""	"UDP glycosyltransferase 1 family polypeptide A7 | Flumethasone Pivalate | 6)-glucoside] | 7 |11-Bisdeacetylvaltrate 7-(3-methylpentanoate) 11-(3-hydroxy-3-methylbutanoate)"	"539.2481053"	""	"M-H | M+HCOOH-H | M+Na-2H | M+HCOOH-H"	"1"	"486.4794819"	""	""	""	""	"3"	""	""	""	""	""	""	""	"5981.39502"	""	"7789.544434"	""	""	"13216.30176"	""	"57120.01563"	"3017.268066"	""	""	"20757.91992"	"67791.86719"	""	"2648.196533"	""	""	""	"7653.399902"	"18844.28906"	"140792.3281"	""	""	""	"7053.605957"	""	""	""	""	""	"8439.823242"	""	"18165.9043"	"9297.233398"	"8462.299805"	"17425.51563"	"12409.9873"	""	"15910.47656"	"7223.732422"	"19539.50586"	"5949.742188"	"8930.560547"	"3485.159424"	"161826.0156"	"80116.90625"	"4415.42627"	"54253.79688"	"7320.859375"	"3375.322754"	""	""	"18334.07813"	"38363.83984"	"13718.96191"	""	"10283.32715"	"75752.84375"	"120528.2188"	""
"ID_4910_ON"	""	""	""	""	"480.2950153"	""	""	"1"	"496.1133541"	""	""	""	""	""	""	""	""	""	""	""	"3428.147705"	"18389.16602"	"3394.279053"	""	"7205.784668"	"2588.525879"	""	"12086.34668"	"13086.59277"	"18345.3457"	"4600.879395"	"6625.325684"	"65563.20313"	""	"21250.95508"	"42080.08594"	"5573.508789"	""	"68721.67969"	"36143.30078"	""	""	"161654.6563"	"29474.38672"	"13975.9541"	""	""	""	"6627.796387"	"11166.70117"	"6482.742188"	""	""	""	""	"4707.775879"	"60746.53125"	""	"16994.95898"	""	"7048.571777"	"15348.38086"	"70763"	""	"46364.33203"	""	"19050.58398"	""	"26841.88086"	"6909.089844"	"4357.197266"	"136758.6406"	"5471.867676"	"39596.10156"	""	"21504.69727"	"19678.30469"	"13722.39551"	""	"67670.04688"	""
"ID_499_ON"	""	""	""	"histidinal | Ethyl 2-methyl-3 |4-pentadienoate | 3-Ethyl-5-methyl-1 |2-cyclopentanedione | Allyl tiglate | Ethyl sorbate | 7-octynoic acid | 2-octynoic acid | 4Z |7-octadienoic acid | 5 |7-octadienoic acid | cis-1 |2-dihydro-3-ethylcatechol | 2E |7-Octadienoic acid | 2-octenedial | 4-octenedial | 4-oxo-2E-Octenal | 2E |5-Hexadienyl acetate | 2E |4E-Hexadienyl acetate | 4-Ethyl-2-hydroxy-3-methyl-2-cyclopenten-1-one | 2-Hydroxy-3 |4 |5-trimethyl-2-cyclopenten-1-one | 7-Hydroxy-6-methylhepta-3 |5-dienal | cis-1 |2-Dihydro-3-ethylcatechol | 7-hydroxy-6-methylhepta-3 |5-dienal | 2-methyl-6-oxohepta-2 |4-dienal | 5-Butyltetrahydro-2-oxo-3-furancarboxylic acid | 5-(2-Methylpropyl)tetrahydro-2-oxo-3-furancarboxylic acid | cis-ethylbenzene dihydrodiol | 2 |4-Hexadienyl acetate | 7 |8-diketopelargonate | azelate | cis-2-Carboxycyclohexyl-acetic acid | 2-Propyl-2 |4-pentadienoic acid"	"185.0814242"	""	"M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M-H | M-H | M+HCOOH-H | M+HCOOH-H | M-H | M-H | M-H | M+HCOOH-H"	"1"	"373.500006"	""	""	""	""	"3"	""	""	""	""	""	""	"62885.64063"	"61319.98828"	"26901.50195"	"175709"	"57120.83984"	"2961.029297"	"412135.0938"	"34441.23047"	"289313.5625"	"53584.13672"	"23039.72852"	"35764.74609"	"411099.8438"	"253058.3906"	"53580.87109"	"57606.73438"	"36900.57031"	"35250.96484"	"8927.009766"	"32283.26953"	"109717.1016"	"1149154"	"39561.49609"	"65833.89844"	"91602.53125"	"27240.32422"	"70878.57031"	"28443.70898"	"33701.35938"	"54711.47266"	"123871"	"33637.48047"	"56945.87109"	"304968.875"	"40567.82031"	"18998.38477"	"87220.21875"	"36023.26172"	"16798.76563"	"546691.4375"	"34619.26563"	"354588.4063"	"52286.57031"	"56983.94141"	"33957.64453"	"1385608.375"	"194661.2969"	"14967.9668"	"1047316"	"56740.87109"	"9737.848633"	"16549.25"	"34059.29688"	"100455.5938"	"108717.7734"	"32886.39063"	"30162.77148"	"47536.63281"	"125155.4531"	"398252.8125"	"74741.59375"
"ID_4992_ON"	""	""	""	"N-Formyl-L-aspartate | Maleamate | Proline dehydrogenase | mitochondrial | A-Ketoglutaric acid oxime | imidazole propionate"	"160.024708"	""	"M-H | M+HCOOH-H | M-H | M-H | M+Na-2H"	"1"	"54.98530938"	""	""	""	""	"3"	""	""	""	""	""	""	""	"26729.7832"	"8406.294922"	"26158.80273"	"78709.98438"	"7794.171875"	"27390.19336"	"37283.67188"	"23059.63477"	""	"157019.8906"	"72524.95313"	"5671.67334"	"17461.13867"	"38355.50781"	"10598.16699"	"26558.94727"	""	"13178.95215"	"30751.22461"	"28584.35352"	"12105.92383"	"29203.8418"	"55788.91406"	"12881.74805"	"42141.79688"	"41096.29297"	"10363.0498"	"33114.95703"	"19349.88477"	""	"17420.88672"	"63015.39844"	"14863.82617"	"62034.03125"	""	"6213.654785"	"24571.7832"	"10149.7334"	"9069.460938"	"50575.36328"	""	"22681.0957"	"35006.42969"	"11895.11914"	"7203.892578"	"18417.37109"	""	"8983.34082"	"95421.14844"	"6470.72998"	""	"23039.57031"	"36567.05469"	"74628.02344"	"7099.303711"	"25094.375"	"17797.2207"	"12252.49609"	"28598.14258"	"18424.77148"
"ID_5027_ON"	""	""	""	"3-methyleneoxindole | 3-Methyleneoxindole | 8-hydroxyquinoline | quinolin-2-ol | 2(1H)-Quinolinone | Quinolin-4-ol | 1(2H)-Isoquinolinone | Quinolin-2-ol | indole-3-carboxaldehyde | 1H-Indole-3-carboxaldehyde | quinolin-4-ol | isoquinolin-2(1H)-one | Indole-3-carboxaldehyde | quinolin-2(1H)-one"	"144.0450604"	""	"M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H"	"1"	"343.7295123"	""	""	""	""	"3"	""	""	""	""	""	""	"8913.107422"	"20918.39453"	"14604.37598"	"32957.71875"	"10634.62988"	"6476.138672"	"23091.40234"	"4609.01709"	"18167.33789"	"5984.20459"	"11074.78223"	"12350.85938"	"20804.375"	"5102.262695"	"9472.478516"	"7794.918457"	"6725.29834"	"30915.99023"	"6745.11377"	"8845.248047"	"60708.66797"	"151918.3438"	"9038.113281"	"6923.977539"	"14911.30078"	"17311.32227"	"10285.80859"	"12079.6084"	"5882.590332"	"11666.98145"	"40279.13281"	"46865.73438"	"10467.62207"	"94775.33594"	"28055.2793"	"14121.78223"	"10046.26563"	"6948.032715"	"16135.80566"	"155909.6875"	"6540.959961"	"12075.59277"	"26810.04688"	"14606.0752"	"4688.575684"	"55317.58594"	"47915.57031"	"9865.625977"	"45475.38672"	"70718.64063"	"6295.693848"	"4790.064453"	"7745.955078"	"15627.08398"	"39738.22266"	"13854.36035"	"10111.55078"	"9387.175781"	"93102.21094"	"104146.5625"	"18813.54492"
"ID_5049_ON"	""	""	""	"N-(nonadecanoyl)-4E |6E-tetradecasphingadienine-1-phosphoethanolamine | N-(octadecanoyl)-4E |6E-pentadecasphingadienine-1-phosphoethanolamine"	"689.4867123"	""	"M+HCOOH-H | M+HCOOH-H"	"1"	"847.4024103"	""	""	""	""	"3"	""	""	""	""	""	""	"19091.76367"	"8873.40918"	"19816.98828"	"30539.25586"	"9209.670898"	"7861.535156"	"29078.06641"	"52238.0625"	"11223.81445"	"19199.42578"	"15413.77539"	""	"17759.58789"	"7720.514648"	"24384.02148"	"16512.4082"	""	"4489.209961"	"7039.623047"	"17063.03906"	"41888.57813"	"94559.63281"	"17972.77148"	"19727.10352"	"14486.0127"	"9148.172852"	""	"57246.59766"	"33248.27734"	"9967.173828"	"20307.65234"	"8275.686523"	"10744.78809"	"21372.29688"	"9650.393555"	"5371.471191"	"22986.91602"	"10340.4834"	"47549.26563"	"25829.31445"	"19584.20703"	"22306.19141"	"7074.837891"	"39919.23828"	"9094.806641"	"8530.74707"	"32786.51953"	"65814.10938"	"18218.71484"	"9008.448242"	"4593.623535"	"7101.925781"	"25925.3125"	"19897.68945"	"41646.57813"	"158544.6094"	"7776.04834"	""	"20599.98242"	"16671.06445"	"24523.68555"
"ID_5075_ON"	""	""	""	"iso-dehydrocycloxanthohumol hydrate"	"390.1088147"	""	"M+Na-2H"	"1"	"276.1210861"	""	""	""	""	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"36308.04688"	""	""	""	""	"7171.539551"	""	""	""	""	""	""	"54676.25391"	""	""	""	""	""	"4186.144531"	""	""	""	""	""	""	""	""	"68360.28125"	""	""	""	""	""	"121381.2266"	""	""	"114852.2031"	""	""	""	""	"24386.57031"	""	""	""	""	""	""	""
"ID_508_ON"	""	""	""	""	"627.3738275"	""	""	"1"	"669.4555136"	""	""	""	""	""	""	""	""	""	""	""	"390695.6875"	"612866.3125"	"182982.0938"	"208500.5"	"203685.125"	"190670.1875"	"356651.1875"	"291092.125"	"211972.125"	"523168.125"	"203747.7188"	"224060.1094"	"590167.4375"	"261209.7344"	"472376.8438"	"609156.5"	"203621.5781"	"415441.2813"	"210854.9531"	"284021"	"564864.8125"	"319944.7813"	"230128.8125"	"308529.25"	"197256.1875"	"458793.625"	"255569.6875"	"355737.4375"	"265007.1563"	"407986.625"	"538453.4375"	"302635.0938"	"208879.1563"	"305499.6875"	"243489.9063"	"223481.6875"	"883082.75"	"214313.3281"	"340982.3438"	"222969.3906"	"748593.6875"	"1164656.375"	"165155.0469"	"479553.3438"	"370446.4063"	"346072.3125"	"420620.9688"	"1448007.375"	"1562783.875"	"258310.0781"	"138552.1094"	"366047"	"260145.4063"	"342539.8438"	"235696.5781"	"420893.3125"	"261414.4063"	"653840.9375"	"401783.6875"	"420309.8438"	"294735.2188"
"ID_5131_ON"	""	""	""	"1-(11Z-eicosenoyl)-2-tridecanoyl-glycero-3-phosphoethanolamine | 1-(9Z-nonadecenoyl)-2-tetradecanoyl-glycero-3-phosphoethanolamine | 1-nonadecanoyl-2-(9Z-tetradecenoyl)-glycero-3-phosphoethanolamine | 1-(9Z-octadecenoyl)-2-pentadecanoyl-glycero-3-phosphoethanolamine | 1-octadecanoyl-2-(9Z-pentadecenoyl)-glycero-3-phosphoethanolamine | 1-(9Z-hexadecenoyl)-2-heptadecanoyl-glycero-3-phosphoethanolamine | 1-heptadecanoyl-2-(9Z-hexadecenoyl)-glycero-3-phosphoethanolamine | 1-(9Z-heptadecenoyl)-2-hexadecanoyl-glycero-3-phosphoethanolamine | 1-tetradecanoyl-2-(9Z-nonadecenoyl)-glycero-3-phosphoethanolamine | 1-pentadecanoyl-2-(9Z-octadecenoyl)-glycero-3-phosphoethanolamine | 1-(9Z-tetradecenoyl)-2-nonadecanoyl-glycero-3-phosphoethanolamine | 1-(9Z-pentadecenoyl)-2-octadecanoyl-glycero-3-phosphoethanolamine | 1-tridecanoyl-2-(11Z-eicosenoyl)-glycero-3-phosphoethanolamine | 1-hexadecanoyl-2-(9Z-heptadecenoyl)-glycero-3-phosphoethanolamine | 85 kDa calcium-independent phospholipase A2 | 85 kDa calcium-independent phospholipase A2 | 1-hexadecanoyl-2-(9Z-tetradecenoyl)-glycero-3-phosphocholine | 1-(9Z-hexadecenoyl)-2-tetradecanoyl-glycero-3-phosphocholine | 1-(9Z-pentadecenoyl)-2-pentadecanoyl-glycero-3-phosphocholine | 1-pentadecanoyl-2-(9Z-pentadecenoyl)-glycero-3-phosphocholine | 1-(9Z-octadecenoyl)-2-dodecanoyl-glycero-3-phosphocholine | 1-(9Z-heptadecenoyl)-2-tridecanoyl-glycero-3-phosphocholine | 1-tridecanoyl-2-(9Z-heptadecenoyl)-glycero-3-phosphocholine | 1-(9Z-tetradecenoyl)-2-hexadecanoyl-glycero-3-phosphocholine | Phospholipase D1 variant | Phospholipase D1 variant | 1-dodecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine | 1-tetradecanoyl-2-(9Z-hexadecenoyl)-sn-glycero-3-phosphocholine | 1-nonadecanoyl-2-tetradecanoyl-glycero-3-phosphoserine | 1-eicosanoyl-2-tridecanoyl-glycero-3-phosphoserine | 1-heneicosanoyl-2-dodecanoyl-glycero-3-phosphoserine | 1-pentadecanoyl-2-octadecanoyl-glycero-3-phosphoserine | 1-hexadecanoyl-2-heptadecanoyl-glycero-3-phosphoserine | 1-tridecanoyl-2-eicosanoyl-glycero-3-phosphoserine | 1-octadecanoyl-2-pentadecanoyl-glycero-3-phosphoserine | 1-tetradecanoyl-2-nonadecanoyl-glycero-3-phosphoserine | 1-heptadecanoyl-2-hexadecanoyl-glycero-3-phosphoserine | 1-dodecanoyl-2-heneicosanoyl-glycero-3-phosphoserine | Uteroglobin | Group XV phospholipase A2 | Uteroglobin | Group XV phospholipase A2 | N-(eicosanoyl)-1-beta-glucosyl-4E |6E-pentadecasphingadienine"	"748.5132753"	""	"M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+K-2H"	"1"	"916.6336168"	""	""	""	""	"3"	""	""	""	""	""	""	"19495.08203"	"34617.25"	"41359.10156"	"43772.08594"	"21869.83789"	"14445.67188"	"50851.11328"	"48920.90234"	"64708.04297"	"19133.24414"	"43600.81641"	"16151.46289"	"30528.23047"	"23906.05469"	"38203.10156"	"39124.63672"	"17509.08594"	"14305.73633"	"18287.97461"	"45311.89063"	"50263.20703"	"65637.16406"	"59052.21094"	"26868.40625"	"18727.97852"	"19306.63672"	"21030.70117"	"22726.29297"	"32720.05078"	"27603.50391"	"43106.00781"	"25723.82031"	"25245.47656"	"32070.92188"	"19118.82422"	"30076.66602"	"49823.84375"	"38064.16406"	"135890.9688"	"25485.63672"	"24786.46875"	"58378.98828"	"19993.87695"	"61907.84766"	"15943.25977"	"15198.78711"	"59512.91797"	"139547.6563"	"34326.53516"	"18315.04492"	"17477.75391"	"25430.78125"	"28951.16992"	"45813.36328"	"33434.87891"	"160995.8125"	"18183.53125"	"23514.64063"	"46820.29688"	"50914.92188"	"36859.16016"
"ID_5135_ON"	""	""	""	"Glycolipid transfer protein | 1-(1Z-eicosenyl)-2-(11Z |14Z-eicosadienoyl)-glycero-3-phosphate | 1-(1Z-octadecenyl)-2-(13Z |16Z-docosadienoyl)-glycero-3-phosphate | 1-eicosyl-2-(8Z |11Z |14Z-eicosatrienoyl)-glycero-3-phosphate | N-(2-hydroxy-docosanoyl)-4E |6E-pentadecasphingadienine-1-phosphoethanolamine"	"761.5448521"	""	"M+HCOOH-H | M+Na-2H | M+Na-2H | M+Na-2H | M+HCOOH-H"	"1"	"895.0450694"	""	""	""	""	"3"	""	""	""	""	""	""	"63161.99609"	"39651.69141"	"31106.33398"	"73669.78906"	"55432.94922"	"53281.78906"	"95381.40625"	"95097.29688"	"98690.39844"	"50760.01953"	"42215.33203"	"41122.98828"	"65961.78906"	"72422.73438"	"58347.51563"	"136212.3438"	"40928.74609"	"46902.05078"	"45663.91797"	"43960.1875"	"86516.71094"	"89030.90625"	"45952.82422"	"70145.71875"	"50584.10547"	"68657.33594"	"45939.69922"	"78528.14063"	"68735.64063"	"45385.01172"	"56629.29297"	"37838.60547"	"52371.08594"	"78873.63281"	"134700.1719"	"35215.05078"	"101583.8672"	"37025.125"	"58215.22656"	"74838.05469"	"84223.13281"	"160315.4844"	"46825.00391"	"86785.19531"	"36163.60156"	"102126.5"	"99903.32031"	"72767.14063"	"89118.79688"	"49213.24219"	"89607.71875"	"54899.49609"	"57767.90234"	"59625.44141"	"103036.7813"	"80420.875"	"49946.74219"	"35424.0625"	"130966.7266"	"47094.45703"	"59917.97266"
